Date,Time,,Temp,Weather,Wind,,Humidity,Barometer,Visibility
2025-06-16,19:30,,14 °C,Clear.,9 km/h,↑,67%,1022 mbar,16 km
2025-06-16,20:00,,13 °C,Clear.,7 km/h,↑,67%,1022 mbar,16 km
2025-06-16,20:30,,12 °C,Clear.,11 km/h,↑,72%,1022 mbar,16 km
2025-06-16,21:00,,13 °C,Clear.,19 km/h,↑,67%,1022 mbar,16 km
2025-06-16,21:30,,12 °C,Clear.,15 km/h,↑,72%,1022 mbar,16 km
2025-06-16,22:00,,11 °C,Clear.,13 km/h,↑,77%,1022 mbar,16 km
2025-06-16,22:30,,11 °C,Clear.,11 km/h,↑,77%,1022 mbar,N/A
2025-06-16,23:00,,10 °C,Clear.,11 km/h,↑,76%,1022 mbar,N/A
2025-06-16,23:30,,10 °C,Clear.,9 km/h,↑,76%,1022 mbar,N/A
2025-06-17,"00:00 Tue, 17 Jun",,9 °C,Clear.,4 km/h,↑,82%,1022 mbar,N/A
2025-06-17,00:30,,8 °C,Clear.,9 km/h,↑,82%,1022 mbar,N/A
2025-06-17,01:00,,8 °C,Clear.,9 km/h,↑,82%,1022 mbar,N/A
2025-06-17,01:30,,8 °C,Clear.,9 km/h,↑,87%,1022 mbar,N/A
2025-06-17,02:00,,8 °C,Clear.,13 km/h,↑,82%,1022 mbar,N/A
2025-06-17,02:30,,7 °C,Clear.,13 km/h,↑,87%,1021 mbar,N/A
2025-06-17,03:00,,7 °C,Clear.,11 km/h,↑,87%,1021 mbar,N/A
2025-06-17,03:30,,8 °C,Clear.,11 km/h,↑,82%,1021 mbar,N/A
2025-06-17,04:00,,7 °C,Clear.,7 km/h,↑,87%,1021 mbar,N/A
2025-06-17,04:30,,7 °C,Clear.,9 km/h,↑,87%,1021 mbar,N/A
2025-06-17,05:00,,7 °C,Clear.,11 km/h,↑,87%,1021 mbar,N/A
2025-06-17,05:30,,7 °C,Clear.,11 km/h,↑,81%,1021 mbar,N/A
2025-06-17,06:00,,7 °C,Clear.,9 km/h,↑,87%,1022 mbar,16 km
2025-06-17,06:30,,7 °C,Clear.,11 km/h,↑,87%,1022 mbar,16 km
2025-06-17,07:00,,7 °C,Sunny.,11 km/h,↑,87%,1022 mbar,16 km
2025-06-17,07:30,,8 °C,Sunny.,11 km/h,↑,82%,1022 mbar,16 km
2025-06-17,08:00,,9 °C,Sunny.,13 km/h,↑,76%,1022 mbar,16 km
2025-06-17,08:30,,9 °C,Sunny.,15 km/h,↑,76%,1023 mbar,16 km
2025-06-17,09:00,,11 °C,Sunny.,11 km/h,↑,72%,1023 mbar,16 km
2025-06-17,14:00,,19 °C,Sunny.,24 km/h,↑,35%,1018 mbar,16 km
2025-06-17,14:30,,19 °C,Sunny.,24 km/h,↑,32%,1018 mbar,16 km
2025-06-17,15:00,,19 °C,Sunny.,19 km/h,↑,32%,1018 mbar,16 km
2025-06-17,15:30,,19 °C,Sunny.,17 km/h,↑,35%,1018 mbar,16 km
2025-06-17,16:00,,19 °C,Sunny.,11 km/h,↑,32%,1018 mbar,16 km
2025-06-17,16:30,,18 °C,Sunny.,15 km/h,↑,37%,1018 mbar,16 km
2025-06-17,17:00,,16 °C,Clear.,13 km/h,↑,42%,1019 mbar,N/A
2025-06-17,17:30,,15 °C,Clear.,11 km/h,↑,48%,1019 mbar,16 km
2025-06-17,18:00,,15 °C,Clear.,13 km/h,↑,48%,1020 mbar,16 km
2025-06-17,18:30,,14 °C,Clear.,15 km/h,↑,48%,1020 mbar,16 km
2025-06-17,19:00,,14 °C,Clear.,15 km/h,↑,48%,1021 mbar,16 km
2025-06-17,19:30,,13 °C,Clear.,22 km/h,↑,51%,1021 mbar,16 km
2025-06-17,20:00,,13 °C,Clear.,30 km/h,↑,55%,1022 mbar,16 km
2025-06-17,20:30,,13 °C,Clear.,19 km/h,↑,51%,1023 mbar,16 km
2025-06-17,21:00,,13 °C,Clear.,22 km/h,↑,51%,1023 mbar,16 km
2025-06-17,21:30,,13 °C,Clear.,17 km/h,↑,51%,1023 mbar,16 km
2025-06-17,22:00,,12 °C,Clear.,17 km/h,↑,54%,1024 mbar,16 km
2025-06-17,22:30,,11 °C,Clear.,17 km/h,↑,58%,1024 mbar,N/A
2025-06-17,23:00,,11 °C,Clear.,15 km/h,↑,58%,1023 mbar,N/A
2025-06-17,23:30,,11 °C,Clear.,13 km/h,↑,58%,1023 mbar,N/A
2025-06-18,"00:00 Wed, 18 Jun",,11 °C,Clear.,15 km/h,↑,58%,1023 mbar,N/A
2025-06-18,00:30,,11 °C,Clear.,15 km/h,↑,58%,1023 mbar,N/A
2025-06-18,01:00,,10 °C,Clear.,20 km/h,↑,62%,1023 mbar,N/A
2025-06-18,01:30,,10 °C,Clear.,22 km/h,↑,62%,1023 mbar,N/A
2025-06-18,02:00,,10 °C,Clear.,20 km/h,↑,62%,1023 mbar,N/A
2025-06-18,02:30,,9 °C,Clear.,19 km/h,↑,66%,1023 mbar,N/A
2025-06-18,03:00,,10 °C,Clear.,13 km/h,↑,62%,1023 mbar,N/A
2025-06-18,03:30,,9 °C,Clear.,13 km/h,↑,62%,1023 mbar,N/A
2025-06-18,04:00,,9 °C,Clear.,13 km/h,↑,62%,1023 mbar,N/A
2025-06-18,04:30,,9 °C,Clear.,15 km/h,↑,62%,1023 mbar,N/A
2025-06-18,05:00,,9 °C,Clear.,15 km/h,↑,62%,1024 mbar,N/A
2025-06-18,05:30,,9 °C,Clear.,17 km/h,↑,62%,1024 mbar,16 km
2025-06-18,06:00,,9 °C,Clear.,17 km/h,↑,62%,1024 mbar,16 km
2025-06-18,06:30,,9 °C,Passing clouds.,13 km/h,↑,62%,1025 mbar,N/A
2025-06-18,07:00,,8 °C,Passing clouds.,11 km/h,↑,66%,1025 mbar,N/A
2025-06-18,07:30,,9 °C,Passing clouds.,9 km/h,↑,62%,1025 mbar,N/A
2025-06-18,08:00,,9 °C,Passing clouds.,15 km/h,↑,66%,1026 mbar,N/A
2025-06-18,08:30,,10 °C,Passing clouds.,17 km/h,↑,62%,1026 mbar,N/A
2025-06-18,09:00,,11 °C,Passing clouds.,13 km/h,↑,58%,1026 mbar,N/A
2025-06-18,09:30,,12 °C,Passing clouds.,15 km/h,↑,54%,1026 mbar,N/A
2025-06-18,10:00,,13 °C,Sunny.,15 km/h,↑,51%,1026 mbar,16 km
2025-06-18,10:30,,14 °C,Sunny.,15 km/h,↑,48%,1026 mbar,16 km
2025-06-18,11:00,,15 °C,Sunny.,15 km/h,↑,45%,1026 mbar,16 km
2025-06-18,11:30,,16 °C,Sunny.,17 km/h,↑,42%,1025 mbar,16 km
2025-06-18,12:00,,16 °C,Sunny.,15 km/h,↑,39%,1025 mbar,16 km
2025-06-18,12:30,,16 °C,Sunny.,13 km/h,↑,39%,1025 mbar,16 km
2025-06-18,13:00,,16 °C,Sunny.,11 km/h,↑,36%,1025 mbar,16 km
2025-06-18,13:30,,17 °C,Passing clouds.,15 km/h,↑,37%,1024 mbar,N/A
2025-06-18,14:00,,17 °C,Sunny.,13 km/h,↑,34%,1024 mbar,16 km
2025-06-18,14:30,,18 °C,Sunny.,9 km/h,↑,30%,1024 mbar,16 km
2025-06-18,15:00,,17 °C,Sunny.,6 km/h,↑,34%,1024 mbar,16 km
2025-06-18,15:30,,17 °C,Sunny.,11 km/h,↑,34%,1024 mbar,16 km
2025-06-18,16:00,,16 °C,Passing clouds.,9 km/h,↑,48%,1024 mbar,N/A
2025-06-18,16:30,,15 °C,Passing clouds.,11 km/h,↑,55%,1024 mbar,N/A
2025-06-18,17:00,,14 °C,Clear.,9 km/h,↑,48%,1024 mbar,N/A
2025-06-18,17:30,,14 °C,Clear.,2 km/h,↑,51%,1025 mbar,16 km
2025-06-18,18:00,,14 °C,Clear.,No wind,↑,48%,1025 mbar,16 km
2025-06-18,18:30,,14 °C,Clear.,7 km/h,↑,41%,1025 mbar,16 km
2025-06-18,19:00,,13 °C,Clear.,9 km/h,↑,51%,1026 mbar,16 km
2025-06-18,19:30,,13 °C,Clear.,7 km/h,↑,51%,1026 mbar,16 km
2025-06-18,20:00,,12 °C,Clear.,9 km/h,↑,58%,1026 mbar,16 km
2025-06-18,20:30,,12 °C,Clear.,9 km/h,↑,58%,1026 mbar,16 km
2025-06-18,21:00,,12 °C,Passing clouds.,7 km/h,↑,58%,1027 mbar,N/A
2025-06-18,21:30,,10 °C,Clear.,No wind,↑,67%,1027 mbar,16 km
2025-06-18,22:00,,10 °C,Clear.,7 km/h,↑,67%,1027 mbar,16 km
2025-06-18,22:30,,10 °C,Clear.,7 km/h,↑,67%,1027 mbar,N/A
2025-06-18,23:00,,10 °C,Clear.,9 km/h,↑,67%,1026 mbar,N/A
2025-06-18,23:30,,9 °C,Clear.,9 km/h,↑,71%,1026 mbar,N/A
2025-06-19,"00:00 Thu, 19 Jun",,9 °C,Clear.,9 km/h,↑,66%,1026 mbar,N/A
2025-06-19,00:30,,8 °C,Clear.,9 km/h,↑,71%,1026 mbar,N/A
2025-06-19,01:00,,8 °C,Clear.,9 km/h,↑,76%,1026 mbar,N/A
2025-06-19,01:30,,7 °C,Clear.,13 km/h,↑,76%,1026 mbar,N/A
2025-06-19,02:00,,7 °C,Clear.,15 km/h,↑,76%,1026 mbar,N/A
2025-06-19,02:30,,7 °C,Clear.,13 km/h,↑,76%,1026 mbar,N/A
2025-06-19,03:00,,6 °C,Clear.,13 km/h,↑,81%,1026 mbar,N/A
2025-06-19,03:30,,6 °C,Clear.,13 km/h,↑,81%,1026 mbar,N/A
2025-06-19,04:00,,6 °C,Clear.,13 km/h,↑,81%,1026 mbar,N/A
2025-06-19,04:30,,6 °C,Clear.,15 km/h,↑,81%,1026 mbar,N/A
2025-06-19,05:00,,6 °C,Clear.,13 km/h,↑,81%,1026 mbar,N/A
2025-06-19,05:30,,7 °C,Clear.,15 km/h,↑,76%,1027 mbar,16 km
2025-06-19,06:00,,7 °C,Clear.,19 km/h,↑,76%,1027 mbar,16 km
2025-06-19,06:30,,6 °C,Clear.,15 km/h,↑,81%,1027 mbar,16 km
2025-06-19,07:00,,6 °C,Sunny.,17 km/h,↑,81%,1027 mbar,16 km
2025-06-19,07:30,,8 °C,Sunny.,15 km/h,↑,76%,1027 mbar,16 km
2025-06-19,08:00,,7 °C,Sunny.,15 km/h,↑,76%,1028 mbar,16 km
2025-06-19,08:30,,8 °C,Sunny.,15 km/h,↑,76%,1028 mbar,16 km
2025-06-19,09:00,,9 °C,Sunny.,13 km/h,↑,71%,1028 mbar,16 km
2025-06-19,09:30,,10 °C,Sunny.,13 km/h,↑,67%,1028 mbar,16 km
2025-06-19,10:00,,10 °C,Sunny.,13 km/h,↑,67%,1028 mbar,16 km
2025-06-19,10:30,,12 °C,Sunny.,13 km/h,↑,63%,1028 mbar,16 km
2025-06-19,11:00,,13 °C,Sunny.,11 km/h,↑,55%,1028 mbar,16 km
2025-06-19,11:30,,15 °C,Passing clouds.,9 km/h,↑,48%,1027 mbar,N/A
2025-06-19,12:00,,16 °C,Sunny.,11 km/h,↑,52%,1027 mbar,16 km
2025-06-19,12:30,,17 °C,Sunny.,11 km/h,↑,45%,1026 mbar,16 km
2025-06-19,13:00,,17 °C,Sunny.,11 km/h,↑,45%,1025 mbar,16 km
2025-06-19,13:30,,18 °C,Sunny.,9 km/h,↑,46%,1025 mbar,16 km
2025-06-19,14:00,,18 °C,Sunny.,13 km/h,↑,52%,1025 mbar,16 km
2025-06-19,14:30,,18 °C,Sunny.,9 km/h,↑,49%,1025 mbar,16 km
2025-06-19,15:00,,18 °C,Sunny.,7 km/h,↑,49%,1025 mbar,16 km
2025-06-19,15:30,,18 °C,Sunny.,17 km/h,↑,56%,1024 mbar,16 km
2025-06-19,16:00,,17 °C,Sunny.,17 km/h,↑,59%,1025 mbar,16 km
2025-06-19,16:30,,16 °C,Sunny.,13 km/h,↑,68%,1025 mbar,16 km
2025-06-19,17:00,,15 °C,Clear.,11 km/h,↑,72%,1025 mbar,N/A
2025-06-19,17:30,,15 °C,Clear.,13 km/h,↑,72%,1025 mbar,16 km
2025-06-19,18:00,,16 °C,Clear.,9 km/h,↑,68%,1025 mbar,16 km
2025-06-19,18:30,,15 °C,Clear.,13 km/h,↑,72%,1026 mbar,16 km
2025-06-19,19:00,,15 °C,Clear.,13 km/h,↑,72%,1026 mbar,16 km
2025-06-19,19:30,,14 °C,Clear.,11 km/h,↑,77%,1026 mbar,16 km
2025-06-19,20:00,,14 °C,Clear.,9 km/h,↑,77%,1026 mbar,16 km
2025-06-19,20:30,,15 °C,Clear.,9 km/h,↑,77%,1026 mbar,16 km
2025-06-19,21:00,,14 °C,Clear.,7 km/h,↑,82%,1026 mbar,16 km
2025-06-19,21:30,,11 °C,Clear.,2 km/h,↑,88%,1026 mbar,16 km
2025-06-19,22:00,,12 °C,Clear.,9 km/h,↑,88%,1026 mbar,16 km
2025-06-19,22:30,,12 °C,Clear.,7 km/h,↑,88%,1027 mbar,N/A
2025-06-19,23:00,,11 °C,Clear.,7 km/h,↑,88%,1027 mbar,N/A
2025-06-19,23:30,,11 °C,Clear.,No wind,↑,88%,1027 mbar,N/A
2025-06-20,"00:00 Fri, 20 Jun",,11 °C,Clear.,7 km/h,↑,88%,1027 mbar,N/A
2025-06-20,00:30,,10 °C,Clear.,9 km/h,↑,88%,1027 mbar,N/A
2025-06-20,01:00,,9 °C,Clear.,11 km/h,↑,87%,1027 mbar,N/A
2025-06-20,01:30,,8 °C,Clear.,13 km/h,↑,93%,1027 mbar,N/A
2025-06-20,02:00,,8 °C,Clear.,15 km/h,↑,93%,1027 mbar,N/A
2025-06-20,02:30,,8 °C,Clear.,13 km/h,↑,87%,1027 mbar,N/A
2025-06-20,03:00,,7 °C,Clear.,15 km/h,↑,93%,1027 mbar,N/A
2025-06-20,03:30,,7 °C,Clear.,15 km/h,↑,93%,1027 mbar,N/A
2025-06-20,04:00,,7 °C,Clear.,13 km/h,↑,87%,1027 mbar,N/A
2025-06-20,04:30,,7 °C,Clear.,13 km/h,↑,93%,1027 mbar,N/A
2025-06-20,05:00,,7 °C,Clear.,13 km/h,↑,87%,1027 mbar,N/A
2025-06-20,05:30,,7 °C,Clear.,13 km/h,↑,87%,1027 mbar,16 km
2025-06-20,06:00,,8 °C,Clear.,13 km/h,↑,82%,1028 mbar,16 km
2025-06-20,06:30,,7 °C,Clear.,17 km/h,↑,87%,1028 mbar,16 km
2025-06-20,07:00,,7 °C,Passing clouds.,17 km/h,↑,87%,1028 mbar,N/A
2025-06-20,07:30,,7 °C,Passing clouds.,15 km/h,↑,87%,1029 mbar,N/A
2025-06-20,08:00,,7 °C,Sunny.,13 km/h,↑,81%,1029 mbar,16 km
2025-06-20,08:30,,8 °C,Sunny.,15 km/h,↑,76%,1029 mbar,16 km
2025-06-20,09:00,,10 °C,Sunny.,13 km/h,↑,71%,1029 mbar,16 km
2025-06-20,09:30,,11 °C,Sunny.,15 km/h,↑,67%,1029 mbar,16 km
2025-06-20,10:00,,13 °C,Sunny.,13 km/h,↑,59%,1030 mbar,16 km
2025-06-20,10:30,,14 °C,Sunny.,11 km/h,↑,55%,1029 mbar,16 km
2025-06-20,11:00,,15 °C,Sunny.,11 km/h,↑,55%,1029 mbar,16 km
2025-06-20,11:30,,16 °C,Sunny.,11 km/h,↑,52%,1029 mbar,16 km
2025-06-20,12:00,,17 °C,Sunny.,9 km/h,↑,52%,1028 mbar,16 km
2025-06-20,12:30,,16 °C,Sunny.,9 km/h,↑,59%,1028 mbar,16 km
2025-06-20,13:00,,16 °C,Sunny.,11 km/h,↑,59%,1028 mbar,16 km
2025-06-20,13:30,,16 °C,Sunny.,13 km/h,↑,63%,1028 mbar,16 km
2025-06-20,14:00,,16 °C,Sunny.,13 km/h,↑,68%,1028 mbar,16 km
2025-06-20,14:30,,17 °C,Sunny.,11 km/h,↑,68%,1028 mbar,16 km
2025-06-20,15:00,,16 °C,Sunny.,11 km/h,↑,68%,1028 mbar,16 km
2025-06-20,15:30,,17 °C,Sunny.,13 km/h,↑,59%,1028 mbar,16 km
2025-06-20,16:00,,16 °C,Sunny.,13 km/h,↑,63%,1028 mbar,16 km
2025-06-20,16:30,,16 °C,Passing clouds.,13 km/h,↑,63%,1028 mbar,N/A
2025-06-20,17:00,,15 °C,Clear.,11 km/h,↑,68%,1028 mbar,N/A
2025-06-20,17:30,,14 °C,Clear.,11 km/h,↑,77%,1029 mbar,16 km
2025-06-20,18:00,,14 °C,Clear.,9 km/h,↑,77%,1029 mbar,16 km
2025-06-20,18:30,,14 °C,Clear.,9 km/h,↑,77%,1029 mbar,16 km
2025-06-20,19:00,,13 °C,Clear.,6 km/h,↑,82%,1029 mbar,16 km
2025-06-20,19:30,,13 °C,Clear.,9 km/h,↑,82%,1029 mbar,16 km
2025-06-20,20:00,,12 °C,Clear.,9 km/h,↑,82%,1030 mbar,16 km
2025-06-20,20:30,,12 °C,Clear.,9 km/h,↑,82%,1030 mbar,16 km
2025-06-20,21:00,,11 °C,Clear.,9 km/h,↑,88%,1030 mbar,16 km
2025-06-20,21:30,,11 °C,Clear.,11 km/h,↑,82%,1030 mbar,16 km
2025-06-20,22:00,,11 °C,Clear.,11 km/h,↑,82%,1030 mbar,16 km
2025-06-20,22:30,,11 °C,Clear.,9 km/h,↑,82%,1030 mbar,N/A
2025-06-20,23:00,,10 °C,Clear.,15 km/h,↑,82%,1030 mbar,N/A
2025-06-20,23:30,,11 °C,Clear.,13 km/h,↑,82%,1030 mbar,N/A
2025-06-21,"00:00 Sat, 21 Jun",,10 °C,Clear.,11 km/h,↑,82%,1030 mbar,N/A
2025-06-21,00:30,,9 °C,Clear.,11 km/h,↑,87%,1030 mbar,N/A
2025-06-21,01:00,,9 °C,Clear.,9 km/h,↑,87%,1030 mbar,N/A
2025-06-21,01:30,,9 °C,Clear.,13 km/h,↑,82%,1030 mbar,N/A
2025-06-21,02:00,,8 °C,Clear.,13 km/h,↑,87%,1030 mbar,N/A
2025-06-21,02:30,,8 °C,Clear.,13 km/h,↑,87%,1030 mbar,N/A
2025-06-21,03:00,,8 °C,Clear.,13 km/h,↑,87%,1030 mbar,N/A
2025-06-21,03:30,,8 °C,Clear.,15 km/h,↑,87%,1030 mbar,N/A
2025-06-21,04:00,,8 °C,Clear.,13 km/h,↑,87%,1030 mbar,N/A
2025-06-21,04:30,,7 °C,Clear.,13 km/h,↑,93%,1030 mbar,N/A
2025-06-21,05:00,,7 °C,Clear.,13 km/h,↑,93%,1030 mbar,N/A
2025-06-21,05:30,,7 °C,Clear.,15 km/h,↑,93%,1030 mbar,N/A
2025-06-21,06:00,,7 °C,Clear.,15 km/h,↑,87%,1031 mbar,16 km
2025-06-21,06:30,,7 °C,Clear.,15 km/h,↑,93%,1031 mbar,16 km
2025-06-21,07:00,,7 °C,Sunny.,15 km/h,↑,87%,1031 mbar,16 km
2025-06-21,07:30,,8 °C,Sunny.,13 km/h,↑,87%,1031 mbar,16 km
2025-06-21,08:00,,8 °C,Sunny.,15 km/h,↑,87%,1031 mbar,16 km
2025-06-21,08:30,,9 °C,Sunny.,13 km/h,↑,82%,1032 mbar,16 km
2025-06-21,09:00,,10 °C,Sunny.,15 km/h,↑,76%,1032 mbar,16 km
2025-06-21,09:30,,12 °C,Sunny.,17 km/h,↑,72%,1032 mbar,16 km
2025-06-21,10:00,,12 °C,Sunny.,15 km/h,↑,72%,1032 mbar,16 km
2025-06-21,10:30,,13 °C,Sunny.,13 km/h,↑,63%,1032 mbar,16 km
2025-06-21,11:00,,15 °C,Sunny.,13 km/h,↑,59%,1031 mbar,16 km
2025-06-21,11:30,,15 °C,Sunny.,13 km/h,↑,59%,1031 mbar,16 km
2025-06-21,12:00,,17 °C,Sunny.,13 km/h,↑,52%,1030 mbar,16 km
2025-06-21,12:30,,17 °C,Sunny.,11 km/h,↑,56%,1030 mbar,16 km
2025-06-21,13:00,,18 °C,Sunny.,9 km/h,↑,52%,1029 mbar,16 km
2025-06-21,13:30,,18 °C,Sunny.,9 km/h,↑,52%,1029 mbar,16 km
2025-06-21,14:00,,19 °C,Sunny.,9 km/h,↑,49%,1028 mbar,16 km
2025-06-21,14:30,,19 °C,Sunny.,9 km/h,↑,46%,1028 mbar,16 km
2025-06-21,15:00,,19 °C,Passing clouds.,7 km/h,↑,49%,1028 mbar,N/A
2025-06-21,15:30,,19 °C,Sunny.,11 km/h,↑,56%,1028 mbar,16 km
2025-06-21,16:00,,17 °C,Sunny.,7 km/h,↑,68%,1028 mbar,16 km
2025-06-21,16:30,,17 °C,Sunny.,13 km/h,↑,68%,1028 mbar,16 km
2025-06-21,16:56,,16 °C,Clear.,17 km/h,↑,77%,1028 mbar,N/A
2025-06-21,17:00,,16 °C,Clear.,17 km/h,↑,77%,1028 mbar,N/A
2025-06-21,17:30,,16 °C,Clear.,17 km/h,↑,77%,1029 mbar,16 km
2025-06-21,18:00,,16 °C,Clear.,15 km/h,↑,77%,1029 mbar,16 km
2025-06-21,18:30,,16 °C,Clear.,9 km/h,↑,83%,1029 mbar,16 km
2025-06-21,19:00,,15 °C,Clear.,7 km/h,↑,82%,1029 mbar,16 km
2025-06-21,19:30,,13 °C,Clear.,6 km/h,↑,88%,1029 mbar,16 km
2025-06-21,20:00,,13 °C,Clear.,6 km/h,↑,88%,1029 mbar,16 km
2025-06-21,20:30,,13 °C,Clear.,6 km/h,↑,94%,1029 mbar,16 km
2025-06-21,21:00,,13 °C,Clear.,6 km/h,↑,88%,1030 mbar,16 km
2025-06-21,21:30,,13 °C,Clear.,7 km/h,↑,88%,1030 mbar,16 km
2025-06-21,22:00,,13 °C,Clear.,9 km/h,↑,88%,1030 mbar,16 km
2025-06-21,22:30,,12 °C,Clear.,9 km/h,↑,88%,1030 mbar,N/A
2025-06-21,23:00,,11 °C,Clear.,15 km/h,↑,88%,1030 mbar,N/A
2025-06-21,23:32,,11 °C,Clear.,13 km/h,↑,88%,1029 mbar,N/A
2025-06-22,"00:00 Sun, 22 Jun",,10 °C,Clear.,9 km/h,↑,82%,1029 mbar,N/A
2025-06-22,00:30,,10 °C,Clear.,13 km/h,↑,82%,1029 mbar,N/A
2025-06-22,01:00,,9 °C,Clear.,13 km/h,↑,87%,1029 mbar,N/A
2025-06-22,01:28,,9 °C,Clear.,15 km/h,↑,87%,1029 mbar,N/A
2025-06-22,01:30,,9 °C,Clear.,15 km/h,↑,82%,1029 mbar,N/A
2025-06-22,02:00,,9 °C,Clear.,15 km/h,↑,82%,1029 mbar,N/A
2025-06-22,02:30,,8 °C,Clear.,15 km/h,↑,87%,1029 mbar,N/A
2025-06-22,03:00,,8 °C,Clear.,15 km/h,↑,87%,1029 mbar,N/A
2025-06-22,03:12,,8 °C,Clear.,15 km/h,↑,82%,1029 mbar,N/A
2025-06-22,03:30,,8 °C,Clear.,15 km/h,↑,82%,1029 mbar,N/A
2025-06-22,04:00,,8 °C,Clear.,13 km/h,↑,82%,1028 mbar,N/A
2025-06-22,04:30,,7 °C,Clear.,13 km/h,↑,87%,1028 mbar,N/A
2025-06-22,05:00,,7 °C,Clear.,13 km/h,↑,87%,1028 mbar,N/A
2025-06-22,05:30,,7 °C,Clear.,13 km/h,↑,87%,1028 mbar,N/A
2025-06-22,06:00,,7 °C,Clear.,13 km/h,↑,87%,1028 mbar,16 km
2025-06-22,06:30,,7 °C,Clear.,15 km/h,↑,81%,1029 mbar,16 km
2025-06-22,07:00,,7 °C,Sunny.,15 km/h,↑,81%,1029 mbar,16 km
2025-06-22,07:30,,8 °C,Sunny.,15 km/h,↑,82%,1029 mbar,16 km
2025-06-22,08:00,,8 °C,Sunny.,15 km/h,↑,82%,1029 mbar,16 km
2025-06-22,08:30,,10 °C,Sunny.,15 km/h,↑,71%,1029 mbar,16 km
2025-06-22,09:00,,10 °C,Sunny.,15 km/h,↑,67%,1029 mbar,16 km
2025-06-22,09:30,,12 °C,Sunny.,17 km/h,↑,63%,1029 mbar,16 km
2025-06-22,10:00,,12 °C,Sunny.,17 km/h,↑,58%,1029 mbar,16 km
2025-06-22,10:30,,13 °C,Sunny.,17 km/h,↑,59%,1029 mbar,16 km
2025-06-22,11:00,,14 °C,Sunny.,17 km/h,↑,55%,1028 mbar,16 km
2025-06-22,11:30,,16 °C,Sunny.,15 km/h,↑,52%,1028 mbar,16 km
2025-06-22,12:00,,16 °C,Sunny.,15 km/h,↑,52%,1027 mbar,16 km
2025-06-22,12:30,,17 °C,Sunny.,11 km/h,↑,49%,1026 mbar,16 km
2025-06-22,13:00,,18 °C,Sunny.,11 km/h,↑,49%,1026 mbar,16 km
2025-06-22,13:30,,18 °C,Sunny.,13 km/h,↑,49%,1026 mbar,16 km
2025-06-22,14:00,,19 °C,Sunny.,9 km/h,↑,46%,1025 mbar,16 km
2025-06-22,14:30,,20 °C,Sunny.,11 km/h,↑,43%,1025 mbar,16 km
2025-06-22,15:00,,19 °C,Passing clouds.,7 km/h,↑,46%,1025 mbar,N/A
2025-06-22,15:30,,20 °C,Sunny.,9 km/h,↑,43%,1025 mbar,16 km
2025-06-22,16:00,,17 °C,Sunny.,7 km/h,↑,59%,1025 mbar,16 km
2025-06-22,16:30,,16 °C,Sunny.,7 km/h,↑,63%,1024 mbar,16 km
2025-06-22,17:00,,14 °C,Clear.,No wind,↑,72%,1025 mbar,N/A
2025-06-22,17:30,,14 °C,Clear.,No wind,↑,72%,1025 mbar,16 km
2025-06-22,18:00,,14 °C,Clear.,No wind,↑,77%,1025 mbar,16 km
2025-06-22,18:30,,15 °C,Clear.,No wind,↑,68%,1025 mbar,16 km
2025-06-22,19:00,,15 °C,Clear.,9 km/h,↑,68%,1025 mbar,16 km
2025-06-22,19:30,,15 °C,Clear.,11 km/h,↑,63%,1025 mbar,16 km
2025-06-22,20:00,,15 °C,Clear.,9 km/h,↑,59%,1025 mbar,16 km
2025-06-22,20:30,,14 °C,Clear.,7 km/h,↑,63%,1025 mbar,16 km
2025-06-22,21:00,,14 °C,Clear.,11 km/h,↑,63%,1025 mbar,16 km
2025-06-22,21:30,,13 °C,Clear.,9 km/h,↑,67%,1025 mbar,16 km
2025-06-22,22:00,,13 °C,Clear.,9 km/h,↑,63%,1025 mbar,16 km
2025-06-22,22:30,,12 °C,Clear.,9 km/h,↑,72%,1025 mbar,N/A
2025-06-22,23:00,,11 °C,Clear.,13 km/h,↑,72%,1025 mbar,N/A
2025-06-22,23:30,,11 °C,Clear.,15 km/h,↑,72%,1024 mbar,N/A
2025-06-23,"00:00 Mon, 23 Jun",,11 °C,Clear.,9 km/h,↑,77%,1024 mbar,N/A
2025-06-23,00:30,,10 °C,Clear.,17 km/h,↑,82%,1024 mbar,N/A
2025-06-23,01:00,,10 °C,Clear.,13 km/h,↑,76%,1024 mbar,N/A
2025-06-23,01:30,,10 °C,Clear.,11 km/h,↑,76%,1024 mbar,N/A
2025-06-23,02:00,,9 °C,Clear.,11 km/h,↑,82%,1023 mbar,N/A
2025-06-23,02:30,,9 °C,Clear.,11 km/h,↑,82%,1023 mbar,N/A
2025-06-23,03:00,,9 °C,Clear.,13 km/h,↑,82%,1023 mbar,N/A
2025-06-23,03:30,,8 °C,Clear.,13 km/h,↑,87%,1023 mbar,N/A
2025-06-23,04:00,,9 °C,Clear.,11 km/h,↑,82%,1023 mbar,N/A
2025-06-23,04:30,,9 °C,Clear.,13 km/h,↑,82%,1023 mbar,N/A
2025-06-23,05:00,,8 °C,Clear.,13 km/h,↑,87%,1023 mbar,N/A
2025-06-23,05:30,,9 °C,Clear.,13 km/h,↑,82%,1023 mbar,N/A
2025-06-23,06:00,,9 °C,Passing clouds.,13 km/h,↑,82%,1023 mbar,N/A
2025-06-23,06:30,,9 °C,Passing clouds.,15 km/h,↑,82%,1023 mbar,N/A
